OWID_WLS,2020-12-13T00:00:00.000+05:30,8257.0,8257.0,"","","",0.26,0.26,"","","Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-14T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-15T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-16T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-17T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-18T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-19T00:00:00.000+05:30,"","","","",2257.0,"","","",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-20T00:00:00.000+05:30,24056.0,24056.0,"","",2257.0,0.76,0.76,"",716.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-21T00:00:00.000+05:30,"","","","",2190.0,"","","",695.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-22T00:00:00.000+05:30,"","","","",2122.0,"","","",673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-23T00:00:00.000+05:30,"","","","",2055.0,"","","",652.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
OWID_WLS,2020-12-24T00:00:00.000+05:30,"","","","",1987.0,"","","",630.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare,""
