SMR,2021-02-27T00:00:00.000+05:30,35.0,35.0,"","","",0.1,0.1,"","",Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-02-28T00:00:00.000+05:30,"","","","",120.0,"","","",3536.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-01T00:00:00.000+05:30,275.0,275.0,"","",120.0,0.81,0.81,"",3536.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-02T00:00:00.000+05:30,580.0,580.0,"",305.0,182.0,1.71,1.71,"",5363.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-03T00:00:00.000+05:30,883.0,883.0,"",303.0,212.0,2.6,2.6,"",6247.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-04T00:00:00.000+05:30,1383.0,1383.0,"",500.0,270.0,4.08,4.08,"",7956.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-05T00:00:00.000+05:30,1880.0,1880.0,"",497.0,308.0,5.54,5.54,"",9075.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-06T00:00:00.000+05:30,2339.0,2339.0,"",459.0,329.0,6.89,6.89,"",9694.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-07T00:00:00.000+05:30,"","","","",338.0,"","","",9959.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-08T00:00:00.000+05:30,2700.0,2700.0,"","",346.0,7.96,7.96,"",10195.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-09T00:00:00.000+05:30,3065.0,3065.0,"",365.0,355.0,9.03,9.03,"",10460.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-10T00:00:00.000+05:30,3668.0,3668.0,"",603.0,398.0,10.81,10.81,"",11727.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-11T00:00:00.000+05:30,4284.0,4284.0,"",616.0,414.0,12.62,12.62,"",12199.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-12T00:00:00.000+05:30,4806.0,4806.0,"",522.0,418.0,14.16,14.16,"",12317.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-13T00:00:00.000+05:30,4832.0,4832.0,"",26.0,356.0,14.24,14.24,"",10490.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-14T00:00:00.000+05:30,5130.0,5130.0,"",298.0,373.0,15.12,15.12,"",10991.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-15T00:00:00.000+05:30,5430.0,5430.0,"",300.0,390.0,16.0,16.0,"",11492.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-16T00:00:00.000+05:30,6087.0,6087.0,"",657.0,432.0,17.94,17.94,"",12729.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-17T00:00:00.000+05:30,6738.0,6738.0,"",651.0,439.0,19.85,19.85,"",12935.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-18T00:00:00.000+05:30,7328.0,7299.0,29.0,590.0,435.0,21.59,21.51,0.09,12817.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
SMR,2021-03-19T00:00:00.000+05:30,7923.0,7888.0,35.0,595.0,445.0,23.35,23.24,0.1,13112.0,Sputnik V,Social Security Institute,https://vaccinocovid.iss.sm/,""
