DNK,2020-12-27T00:00:00.000+05:30,6425.0,6425.0,"","","",0.11,0.11,"","","Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2020-12-28T00:00:00.000+05:30,8417.0,8417.0,"",1992.0,1992.0,0.15,0.15,"",344.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2020-12-29T00:00:00.000+05:30,17298.0,17298.0,"",8881.0,5436.0,0.3,0.3,"",939.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2020-12-30T00:00:00.000+05:30,28684.0,28684.0,"",11386.0,7420.0,0.5,0.5,"",1281.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2020-12-31T00:00:00.000+05:30,34797.0,34797.0,"",6113.0,7093.0,0.6,0.6,"",1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2021-01-01T00:00:00.000+05:30,37111.0,37111.0,"",2314.0,6137.0,0.64,0.64,"",1060.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2021-01-02T00:00:00.000+05:30,45909.0,45909.0,"",8798.0,6581.0,0.79,0.79,"",1136.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2021-01-03T00:00:00.000+05:30,51856.0,51856.0,"",5947.0,6490.0,0.9,0.9,"",1120.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2021-01-04T00:00:00.000+05:30,54251.0,54251.0,"",2395.0,6548.0,0.94,0.94,"",1130.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
DNK,2021-01-05T00:00:00.000+05:30,67668.0,67668.0,"",13417.0,7196.0,1.17,1.17,"",1242.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning,""
